"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6","No.7","No.8"
"Date/Time","Date/Time","SUCTION 2ND","DISCHARGE 2ND","SUCTION 1ST","DISCHARGE 1ST","Channel1","Channel2","Channel3","Channel4"
"","","°C","°C","°C","°C","W/m^2","W/m^2","V","V"
"2025-07-16 13:22:54","45854.5575694444","38.1","67.5","72.0","70.3","884.355","-201.01","0.78985","2.51621"
"2025-07-16 13:22:59","45854.5576273148","38.2","67.5","72.0","70.3","884.355","-199.30","0.78952","2.51633"
"2025-07-16 13:23:04","45854.5576851852","38.2","67.5","72.0","70.4","884.355","-201.82","0.78978","2.51608"
"2025-07-16 13:23:09","45854.5577430556","38.2","67.6","72.0","70.4","884.114","-200.92","0.78989","2.51626"
"2025-07-16 13:23:14","45854.5578009259","38.2","67.6","72.0","70.4","884.836","-200.38","0.78982","2.51637"
"2025-07-16 13:23:19","45854.5578587963","38.2","67.6","72.1","70.5","885.557","-199.30","0.78972","2.51597"
"2025-07-16 13:23:24","45854.5579166667","38.2","67.6","72.1","70.5","885.076","-199.66","0.78961","2.51601"
"2025-07-16 13:23:29","45854.5579745370","38.2","67.6","72.1","70.5","885.076","-202.00","0.78996","2.51590"
"2025-07-16 13:23:34","45854.5580324074","38.2","67.6","72.1","70.6","885.076","-200.92","0.79034","2.51619"
"2025-07-16 13:23:39","45854.5580902778","38.3","67.7","72.2","70.7","884.836","-200.11","0.79006","2.51634"
"2025-07-16 13:23:44","45854.5581481481","38.2","67.6","72.1","70.6","884.836","-200.29","0.79011","2.51618"
"2025-07-16 13:23:49","45854.5582060185","38.3","67.7","72.1","70.7","884.595","-199.93","0.78997","2.51633"
"2025-07-16 13:23:54","45854.5582638889","38.3","67.7","72.2","70.8","884.595","-200.56","0.78986","2.51611"
"2025-07-16 13:23:59","45854.5583217593","38.2","67.6","72.1","70.7","884.355","-199.84","0.78982","2.51625"
"2025-07-16 13:24:04","45854.5583796296","38.3","67.7","72.2","70.7","885.076","-200.02","0.78983","2.51608"
"2025-07-16 13:24:09","45854.5584375000","38.2","67.6","72.1","70.7","884.836","-199.66","0.78977","2.51615"
"2025-07-16 13:24:14","45854.5584953704","38.2","67.7","72.2","70.8","884.836","-199.48","0.78959","2.51605"
"2025-07-16 13:24:19","45854.5585532407","38.2","67.6","72.1","70.8","884.355","-199.48","0.78987","2.51608"
"2025-07-16 13:24:24","45854.5586111111","38.2","67.6","72.1","70.8","884.355","-198.59","0.78948","2.51642"
"2025-07-16 13:24:29","45854.5586689815","38.3","67.7","72.2","70.8","885.317","-198.86","0.78942","2.51636"
"2025-07-16 13:24:34","45854.5587268519","38.2","67.6","72.1","70.8","884.836","-199.22","0.78954","2.51622"
"2025-07-16 13:24:39","45854.5587847222","38.2","67.7","72.1","70.8","885.317","-198.41","0.78957","2.51630"
"2025-07-16 13:24:44","45854.5588425926","38.3","67.7","72.2","70.8","886.038","-198.50","0.78952","2.51644"
"2025-07-16 13:24:49","45854.5589004630","38.3","67.7","72.2","70.9","886.519","-199.48","0.78964","2.51644"
"2025-07-16 13:24:54","45854.5589583333","38.2","67.7","72.1","70.8","887.722","-200.20","0.78986","2.51654"
"2025-07-16 13:24:59","45854.5590162037","38.3","67.7","72.2","70.9","885.798","-199.93","0.78998","2.51626"
"2025-07-16 13:25:04","45854.5590740741","38.3","67.7","72.2","70.9","886.760","-199.30","0.78996","2.51638"
"2025-07-16 13:25:09","45854.5591319444","38.3","67.8","72.2","70.9","885.798","-199.30","0.79014","2.51629"
"2025-07-16 13:25:14","45854.5591898148","38.3","67.8","72.2","71.0","885.076","-199.75","0.79005","2.51647"
"2025-07-16 13:25:19","45854.5592476852","38.2","67.7","72.2","70.9","885.798","-200.47","0.79030","2.51642"
"2025-07-16 13:25:24","45854.5593055556","38.3","67.7","72.2","70.9","886.038","-200.38","0.79024","2.51633"
